FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_DR_25,TEMP,BUIL_DR_26,BUIL_DR_27,BUIL_DR_28,BUIL_DR_29,PEOP_DR_25,PEOP_DR_26,PEOP_DR_27,PEOP_DR_28,PEOP_DR_29,AGRI_DR_25,AGRI_DR_26,AGRI_DR_27,AGRI_DR_28,AGRI_DR_29,ROAD_DR_25,ROAD_DR_26,ROAD_DR_27,ROAD_DR_28,ROAD_DR_29,BUIL_DR_50,BUIL_DR_51,BUIL_DR_52,BUIL_DR_53,BUIL_DR_54,PEOP_DR_50,PEOP_DR_51,PEOP_DR_52,PEOP_DR_53,PEOP_DR_54,AGRI_DR_50,AGRI_DR_51,AGRI_DR_52,AGRI_DR_53,AGRI_DR_54,ROAD_DR_50,ROAD_DR_51,ROAD_DR_52,ROAD_DR_53,ROAD_DR_54,BUIL_DR_10,BUIL_DR_11,BUIL_DR_12,BUIL_DR_13,BUIL_DR_14,PEOP_DR_10,PEOP_DR_11,PEOP_DR_12,PEOP_DR_13,PEOP_DR_14,AGRI_DR_10,AGRI_DR_11,AGRI_DR_12,AGRI_DR_13,AGRI_DR_14,ROAD_DR_10,ROAD_DR_11,ROAD_DR_12,ROAD_DR_13,ROAD_DR_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_EQ_10,TEMP,BUIL_EQ_11,BUIL_EQ_12,BUIL_EQ_13,BUIL_EQ_14,PEOP_EQ_10,PEOP_EQ_11,PEOP_EQ_12,PEOP_EQ_13,PEOP_EQ_14,AGRI_EQ_10,AGRI_EQ_11,AGRI_EQ_12,AGRI_EQ_13,AGRI_EQ_14,ROAD_EQ_10,ROAD_EQ_11,ROAD_EQ_12,ROAD_EQ_13,ROAD_EQ_14,BUIL_EQ_47,BUIL_EQ_48,BUIL_EQ_49,BUIL_EQ_50,BUIL_EQ_51,PEOP_EQ_47,PEOP_EQ_48,PEOP_EQ_49,PEOP_EQ_50,PEOP_EQ_51,AGRI_EQ_47,AGRI_EQ_48,AGRI_EQ_49,AGRI_EQ_50,AGRI_EQ_51,ROAD_EQ_47,ROAD_EQ_48,ROAD_EQ_49,ROAD_EQ_50,ROAD_EQ_51,BUIL_EQ_15,BUIL_EQ_16,BUIL_EQ_17,BUIL_EQ_18,BUIL_EQ_19,PEOP_EQ_15,PEOP_EQ_16,PEOP_EQ_17,PEOP_EQ_18,PEOP_EQ_19,AGRI_EQ_15,AGRI_EQ_16,AGRI_EQ_17,AGRI_EQ_18,AGRI_EQ_19,ROAD_EQ_15,ROAD_EQ_16,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_FL_5_,TEMP,BUIL_FL_51,BUIL_FL_52,BUIL_FL_53,BUIL_FL_54,PEOP_FL_5_,PEOP_FL_51,PEOP_FL_52,PEOP_FL_53,PEOP_FL_54,AGRI_FL_5_,AGRI_FL_51,AGRI_FL_52,AGRI_FL_53,AGRI_FL_54,ROAD_FL_5_,ROAD_FL_51,ROAD_FL_52,ROAD_FL_53,ROAD_FL_54,BUIL_FL_20,BUIL_FL_21,BUIL_FL_22,BUIL_FL_23,BUIL_FL_24,PEOP_FL_20,PEOP_FL_21,PEOP_FL_22,PEOP_FL_23,PEOP_FL_24,AGRI_FL_20,AGRI_FL_21,AGRI_FL_22,AGRI_FL_23,AGRI_FL_24,ROAD_FL_20,ROAD_FL_21,ROAD_FL_22,ROAD_FL_23,ROAD_FL_24,BUIL_FL_10,BUIL_FL_11,BUIL_FL_12,BUIL_FL_13,BUIL_FL_14,PEOP_FL_10,PEOP_FL_11,PEOP_FL_12,PEOP_FL_13,PEOP_FL_14,AGRI_FL_10,AGRI_FL_11,AGRI_FL_12,AGRI_FL_13,AGRI_FL_14,ROAD_FL_10,ROAD_FL_11,ROAD_FL_12,ROAD_FL_13,ROAD_FL_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_LS_20,TEMP,BUIL_LS_21,BUIL_LS_22,BUIL_LS_23,BUIL_LS_24,PEOP_LS_20,PEOP_LS_21,PEOP_LS_22,PEOP_LS_23,PEOP_LS_24,AGRI_LS_20,AGRI_LS_21,AGRI_LS_22,AGRI_LS_23,AGRI_LS_24,ROAD_LS_20,ROAD_LS_21,ROAD_LS_22,ROAD_LS_23,ROAD_LS_24,BUIL_LS_50,BUIL_LS_51,BUIL_LS_52,BUIL_LS_53,BUIL_LS_54,PEOP_LS_50,PEOP_LS_51,PEOP_LS_52,PEOP_LS_53,PEOP_LS_54,AGRI_LS_50,AGRI_LS_51,AGRI_LS_52,AGRI_LS_53,AGRI_LS_54,ROAD_LS_50,ROAD_LS_51,ROAD_LS_52,ROAD_LS_53,ROAD_LS_54,BUIL_LS_10,BUIL_LS_11,BUIL_LS_12,BUIL_LS_13,BUIL_LS_14,PEOP_LS_10,PEOP_LS_11,PEOP_LS_12,PEOP_LS_13,PEOP_LS_14,AGRI_LS_10,AGRI_LS_11,AGRI_LS_12,AGRI_LS_13,AGRI_LS_14,ROAD_LS_10,ROAD_LS_11,ROAD_LS_12,ROAD_LS_13,ROAD_LS_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_MF_20,TEMP,BUIL_MF_21,BUIL_MF_22,BUIL_MF_23,BUIL_MF_24,PEOP_MF_20,PEOP_MF_21,PEOP_MF_22,PEOP_MF_23,PEOP_MF_24,AGRI_MF_20,AGRI_MF_21,AGRI_MF_22,AGRI_MF_23,AGRI_MF_24,ROAD_MF_20,ROAD_MF_21,ROAD_MF_22,ROAD_MF_23,ROAD_MF_24,BUIL_MF_50,BUIL_MF_51,BUIL_MF_52,BUIL_MF_53,BUIL_MF_54,PEOP_MF_50,PEOP_MF_51,PEOP_MF_52,PEOP_MF_53,PEOP_MF_54,AGRI_MF_50,AGRI_MF_51,AGRI_MF_52,AGRI_MF_53,AGRI_MF_54,ROAD_MF_50,ROAD_MF_51,ROAD_MF_52,ROAD_MF_53,ROAD_MF_54,BUIL_MF_10,BUIL_MF_11,BUIL_MF_12,BUIL_MF_13,BUIL_MF_14,PEOP_MF_10,PEOP_MF_11,PEOP_MF_12,PEOP_MF_13,PEOP_MF_14,AGRI_MF_10,AGRI_MF_11,AGRI_MF_12,AGRI_MF_13,AGRI_MF_14,ROAD_MF_10,ROAD_MF_11,ROAD_MF_12,ROAD_MF_13,ROAD_MF_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_SA_20,TEMP,BUIL_SA_21,BUIL_SA_22,BUIL_SA_23,BUIL_SA_24,PEOP_SA_20,PEOP_SA_21,PEOP_SA_22,PEOP_SA_23,PEOP_SA_24,AGRI_SA_20,AGRI_SA_21,AGRI_SA_22,AGRI_SA_23,AGRI_SA_24,ROAD_SA_20,ROAD_SA_21,ROAD_SA_22,ROAD_SA_23,ROAD_SA_24,BUIL_SA_50,BUIL_SA_51,BUIL_SA_52,BUIL_SA_53,BUIL_SA_54,PEOP_SA_50,PEOP_SA_51,PEOP_SA_52,PEOP_SA_53,PEOP_SA_54,AGRI_SA_50,AGRI_SA_51,AGRI_SA_52,AGRI_SA_53,AGRI_SA_54,ROAD_SA_50,ROAD_SA_51,ROAD_SA_52,ROAD_SA_53,ROAD_SA_54,BUIL_SA_10,BUIL_SA_11,BUIL_SA_12,BUIL_SA_13,BUIL_SA_14,PEOP_SA_10,PEOP_SA_11,PEOP_SA_12,PEOP_SA_13,PEOP_SA_14,AGRI_SA_10,AGRI_SA_11,AGRI_SA_12,AGRI_SA_13,AGRI_SA_14,ROAD_SA_10,ROAD_SA_11,ROAD_SA_12,ROAD_SA_13,ROAD_SA_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_WS_5_,TEMP,BUIL_WS_51,BUIL_WS_52,BUIL_WS_53,BUIL_WS_54,PEOP_WS_5_,PEOP_WS_51,PEOP_WS_52,PEOP_WS_53,PEOP_WS_54,AGRI_WS_5_,AGRI_WS_51,AGRI_WS_52,AGRI_WS_53,AGRI_WS_54,ROAD_WS_5_,ROAD_WS_51,ROAD_WS_52,ROAD_WS_53,ROAD_WS_54,BUIL_WS_20,BUIL_WS_21,BUIL_WS_22,BUIL_WS_23,BUIL_WS_24,PEOP_WS_20,PEOP_WS_21,PEOP_WS_22,PEOP_WS_23,PEOP_WS_24,AGRI_WS_20,AGRI_WS_21,AGRI_WS_22,AGRI_WS_23,AGRI_WS_24,ROAD_WS_20,ROAD_WS_21,ROAD_WS_22,ROAD_WS_23,ROAD_WS_24,BUIL_WS_50,BUIL_WS_55,BUIL_WS_56,BUIL_WS_57,BUIL_WS_58,PEOP_WS_50,PEOP_WS_55,PEOP_WS_56,PEOP_WS_57,PEOP_WS_58,AGRI_WS_50,AGRI_WS_55,AGRI_WS_56,AGRI_WS_57,AGRI_WS_58,ROAD_WS_50,ROAD_WS_55,ROAD_WS_56,ROAD_WS_57,ROAD_WS_58,Shape_Length,Shape_Area
1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,5244,0,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1415,29,0,0,0,23,0,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,521,167,35,0,0,2083,651,131,0,0,187,62,20,0,0,4,1,0,0,0,570,190,46,0,0,2291,739,176,0,0,209,70,23,0,0,5,1,0,0,0,0,0,0,0,0,2365,885,243,0,0,214,83,32,0,0,5,1,0,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,102.42640687119285,675.0,1,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,52,5192,0,0,0,186,21101,0,0,0,2,1443,0,0,0,0,23,0,0,0,0,5225,18,0,0,0,21203,83,0,0,0,1432,12,0,0,0,23,0,0,102.42640687119285,675.0
2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,5244,0,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1415,29,0,0,0,23,0,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,521,167,35,0,0,2083,651,131,0,0,187,62,20,0,0,4,1,0,0,0,570,190,46,0,0,2291,739,176,0,0,209,70,23,0,0,5,1,0,0,0,0,0,0,0,0,2365,885,243,0,0,214,83,32,0,0,5,1,0,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,102.42640687119285,675.0,2,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,52,5192,0,0,0,186,21101,0,0,0,2,1443,0,0,0,0,23,0,0,0,0,5225,18,0,0,0,21203,83,0,0,0,1432,12,0,0,0,23,0,0,102.42640687119285,675.0
3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,5244,0,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1415,29,0,0,0,23,0,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,521,167,35,0,0,2083,651,131,0,0,187,62,20,0,0,4,1,0,0,0,570,190,46,0,0,2291,739,176,0,0,209,70,23,0,0,5,1,0,0,0,0,0,0,0,0,2365,885,243,0,0,214,83,32,0,0,5,1,0,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,0,4808,435,0,0,0,19728,1558,0,0,0,1255,190,0,0,0,22,1,0,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,0,597,4124,522,0,0,2146,17099,2042,0,0,201,1020,223,0,0,1,20,5,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,102.42640687119285,675.0,3,Istaravshan_Poshkent,Istaravshan,Poshkent,1444,23,21286,5244,762,0,0,5244,0,0,0,0,21286,0,0,0,0,1444,0,0,0,0,23,0,0,0,0,52,5192,0,0,0,186,21101,0,0,0,2,1443,0,0,0,0,23,0,0,0,0,5225,18,0,0,0,21203,83,0,0,0,1432,12,0,0,0,23,0,0,102.42640687119285,675.0
4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,9020,13,24,0,0,0,32897,83,0,0,0,14430,4048,0,0,0,135,7,0,0,0,0,7047,1992,5,0,0,26212,6750,18,0,24,2858,12272,3318,0,0,100,35,7,0,0,0,5402,2994,648,0,0,20546,10200,2233,0,0,801,7166,10510,0,0,73,50,19,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,291,8753,0,0,0,1001,31978,0,0,0,6939,11661,0,0,0,11,131,0,0,0,0,137,8908,0,0,0,470,32510,0,0,0,5070,13530,0,0,0,9,135,0,0,0,0,2047,6997,0,0,0,6940,26040,0,0,0,16784,1816,0,0,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,1614,887,446,0,0,5919,3263,1772,0,0,2401,892,299,0,0,22,11,6,0,0,1695,1044,535,0,0,6220,3860,2114,0,0,2676,983,369,0,0,24,12,6,0,0,0,0,0,0,0,6483,4314,3170,0,0,2709,1187,530,0,0,24,14,10,0,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,9041,3,0,0,0,32969,11,0,0,0,18593,7,0,0,0,144,0,0,0,0,9041,3,0,0,0,32969,11,0,0,0,18593,7,0,0,0,144,0,0,0,0,9041,3,0,0,0,32969,11,0,0,0,18593,7,0,0,0,144,0,0,0,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,3139,2896,3009,0,0,11477,10818,10685,0,0,10111,5384,3104,0,0,53,56,34,0,0,3139,2896,3009,0,0,11477,10818,10685,0,0,10111,5384,3104,0,0,53,56,34,0,0,3139,2896,3009,0,0,11477,10818,10685,0,0,10111,5384,3104,0,0,53,56,34,0,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,9044,0,0,0,0,32980,0,0,0,0,18600,0,0,0,0,144,0,0,0,0,9044,0,0,0,0,32980,0,0,0,0,18600,0,0,0,0,144,0,0,0,0,9044,0,0,0,0,32980,0,0,0,0,18600,0,0,0,0,144,0,0,0,106724.44462980275,217492875.0,4,Istaravshan_Zarhalol,Istaravshan,Zarhalol,18600,144,32980,9044,1417,0,0,9044,0,0,0,0,32980,0,0,0,0,17869,731,0,0,0,143,1,0,0,0,0,9023,21,0,0,0,32908,72,0,0,0,15973,2627,0,0,0,140,4,0,0,0,622,8421,0,0,0,2698,30282,0,0,0,121,18479,0,0,0,8,136,0,106724.44462980275,217492875.0
5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,2095,0,0,0,0,0,10941,0,0,0,0,3497,0,0,0,0,23,0,0,0,0,25,2070,0,0,0,131,10810,0,0,0,19,2974,499,0,0,0,23,0,0,0,0,0,1575,520,0,0,0,8226,2715,0,0,0,166,3332,0,0,0,5,18,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,0,855,1286,0,0,0,4463,6713,0,0,0,3414,129,0,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,386,164,47,0,0,2013,856,243,0,0,661,181,59,0,0,5,1,0,0,0,418,169,65,0,0,2184,881,341,0,0,746,220,68,0,0,6,2,0,0,0,0,0,0,0,0,2181,1060,453,0,0,813,271,96,0,0,6,2,0,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,2140,0,0,0,0,11176,0,0,0,0,3524,19,0,0,0,23,0,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3524,19,0,0,0,23,0,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3524,19,0,0,0,23,0,0,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,1359,578,203,0,0,7094,3020,1063,0,0,310,2441,794,0,0,3,13,6,0,0,1359,578,203,0,0,7094,3020,1063,0,0,310,2441,794,0,0,3,13,6,0,0,1359,578,203,0,0,7094,3020,1063,0,0,310,2441,794,0,0,3,13,6,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,51223.19545384096,50520037.5,5,Istaravshan_Nijoni,Istaravshan,Nijoni,3544,23,11176,2140,360,0,0,2140,0,0,0,0,11176,0,0,0,0,3544,0,0,0,0,23,0,0,0,0,1,2139,0,0,0,6,11170,0,0,0,0,3544,0,0,0,0,23,0,0,0,1,357,1782,0,0,6,1865,9305,0,0,0,63,3480,0,0,0,1,22,0,51223.19545384096,50520037.5
6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,4347,0,0,0,0,0,17713,0,0,0,0,4929,0,0,0,0,50,0,0,0,0,0,4339,7,0,0,0,17685,26,0,0,15,4007,892,0,0,0,47,2,0,0,0,0,4275,72,0,0,0,17477,236,0,0,0,1241,3687,0,0,0,33,17,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,245,4113,0,0,0,838,16913,0,0,0,4124,850,0,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,725,264,149,0,0,2962,1140,666,0,0,1485,599,139,0,0,11,6,2,0,0,891,352,174,0,0,3566,1490,774,0,0,1637,697,174,0,0,13,6,3,0,0,0,0,0,0,0,3805,1801,1117,0,0,1703,795,213,0,0,14,8,3,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,1832,1289,1238,0,0,7758,4945,5047,0,0,429,1993,2553,0,0,10,20,21,0,0,1832,1289,1238,0,0,7758,4945,5047,0,0,429,1993,2553,0,0,10,20,21,0,0,1832,1289,1238,0,0,7758,4945,5047,0,0,429,1993,2553,0,0,10,20,21,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,50771.87185296317,56032312.5,6,Istaravshan_Sabriston,Istaravshan,Sabriston,4974,51,17751,4358,594,0,0,4358,0,0,0,0,17751,0,0,0,0,4974,0,0,0,0,51,0,0,0,0,1,4357,0,0,0,4,17747,0,0,0,0,4974,0,0,0,0,50,0,0,0,1,975,3382,0,0,4,4455,13291,0,0,0,1,4973,0,0,0,8,43,0,50771.87185296317,56032312.5
