OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_DR_25,TEMP,BUIL_DR_26,BUIL_DR_27,BUIL_DR_28,BUIL_DR_29,PEOP_DR_25,PEOP_DR_26,PEOP_DR_27,PEOP_DR_28,PEOP_DR_29,AGRI_DR_25,AGRI_DR_26,AGRI_DR_27,AGRI_DR_28,AGRI_DR_29,ROAD_DR_25,ROAD_DR_26,ROAD_DR_27,ROAD_DR_28,ROAD_DR_29,BUIL_DR_50,BUIL_DR_51,BUIL_DR_52,BUIL_DR_53,BUIL_DR_54,PEOP_DR_50,PEOP_DR_51,PEOP_DR_52,PEOP_DR_53,PEOP_DR_54,AGRI_DR_50,AGRI_DR_51,AGRI_DR_52,AGRI_DR_53,AGRI_DR_54,ROAD_DR_50,ROAD_DR_51,ROAD_DR_52,ROAD_DR_53,ROAD_DR_54,BUIL_DR_10,BUIL_DR_11,BUIL_DR_12,BUIL_DR_13,BUIL_DR_14,PEOP_DR_10,PEOP_DR_11,PEOP_DR_12,PEOP_DR_13,PEOP_DR_14,AGRI_DR_10,AGRI_DR_11,AGRI_DR_12,AGRI_DR_13,AGRI_DR_14,ROAD_DR_10,ROAD_DR_11,ROAD_DR_12,ROAD_DR_13,ROAD_DR_14,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_EQ_10,TEMP,BUIL_EQ_11,BUIL_EQ_12,BUIL_EQ_13,BUIL_EQ_14,PEOP_EQ_10,PEOP_EQ_11,PEOP_EQ_12,PEOP_EQ_13,PEOP_EQ_14,AGRI_EQ_10,AGRI_EQ_11,AGRI_EQ_12,AGRI_EQ_13,AGRI_EQ_14,ROAD_EQ_10,ROAD_EQ_11,ROAD_EQ_12,ROAD_EQ_13,ROAD_EQ_14,BUIL_EQ_47,BUIL_EQ_48,BUIL_EQ_49,BUIL_EQ_50,BUIL_EQ_51,PEOP_EQ_47,PEOP_EQ_48,PEOP_EQ_49,PEOP_EQ_50,PEOP_EQ_51,AGRI_EQ_47,AGRI_EQ_48,AGRI_EQ_49,AGRI_EQ_50,AGRI_EQ_51,ROAD_EQ_47,ROAD_EQ_48,ROAD_EQ_49,ROAD_EQ_50,ROAD_EQ_51,BUIL_EQ_15,BUIL_EQ_16,BUIL_EQ_17,BUIL_EQ_18,BUIL_EQ_19,PEOP_EQ_15,PEOP_EQ_16,PEOP_EQ_17,PEOP_EQ_18,PEOP_EQ_19,AGRI_EQ_15,AGRI_EQ_16,AGRI_EQ_17,AGRI_EQ_18,AGRI_EQ_19,ROAD_EQ_15,ROAD_EQ_16,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_FL_5_,TEMP,BUIL_FL_51,BUIL_FL_52,BUIL_FL_53,BUIL_FL_54,PEOP_FL_5_,PEOP_FL_51,PEOP_FL_52,PEOP_FL_53,PEOP_FL_54,AGRI_FL_5_,AGRI_FL_51,AGRI_FL_52,AGRI_FL_53,AGRI_FL_54,ROAD_FL_5_,ROAD_FL_51,ROAD_FL_52,ROAD_FL_53,ROAD_FL_54,BUIL_FL_20,BUIL_FL_21,BUIL_FL_22,BUIL_FL_23,BUIL_FL_24,PEOP_FL_20,PEOP_FL_21,PEOP_FL_22,PEOP_FL_23,PEOP_FL_24,AGRI_FL_20,AGRI_FL_21,AGRI_FL_22,AGRI_FL_23,AGRI_FL_24,ROAD_FL_20,ROAD_FL_21,ROAD_FL_22,ROAD_FL_23,ROAD_FL_24,BUIL_FL_10,BUIL_FL_11,BUIL_FL_12,BUIL_FL_13,BUIL_FL_14,PEOP_FL_10,PEOP_FL_11,PEOP_FL_12,PEOP_FL_13,PEOP_FL_14,AGRI_FL_10,AGRI_FL_11,AGRI_FL_12,AGRI_FL_13,AGRI_FL_14,ROAD_FL_10,ROAD_FL_11,ROAD_FL_12,ROAD_FL_13,ROAD_FL_14,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_LS_20,TEMP,BUIL_LS_21,BUIL_LS_22,BUIL_LS_23,BUIL_LS_24,PEOP_LS_20,PEOP_LS_21,PEOP_LS_22,PEOP_LS_23,PEOP_LS_24,AGRI_LS_20,AGRI_LS_21,AGRI_LS_22,AGRI_LS_23,AGRI_LS_24,ROAD_LS_20,ROAD_LS_21,ROAD_LS_22,ROAD_LS_23,ROAD_LS_24,BUIL_LS_50,BUIL_LS_51,BUIL_LS_52,BUIL_LS_53,BUIL_LS_54,PEOP_LS_50,PEOP_LS_51,PEOP_LS_52,PEOP_LS_53,PEOP_LS_54,AGRI_LS_50,AGRI_LS_51,AGRI_LS_52,AGRI_LS_53,AGRI_LS_54,ROAD_LS_50,ROAD_LS_51,ROAD_LS_52,ROAD_LS_53,ROAD_LS_54,BUIL_LS_10,BUIL_LS_11,BUIL_LS_12,BUIL_LS_13,BUIL_LS_14,PEOP_LS_10,PEOP_LS_11,PEOP_LS_12,PEOP_LS_13,PEOP_LS_14,AGRI_LS_10,AGRI_LS_11,AGRI_LS_12,AGRI_LS_13,AGRI_LS_14,ROAD_LS_10,ROAD_LS_11,ROAD_LS_12,ROAD_LS_13,ROAD_LS_14,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_MF_20,TEMP,BUIL_MF_21,BUIL_MF_22,BUIL_MF_23,BUIL_MF_24,PEOP_MF_20,PEOP_MF_21,PEOP_MF_22,PEOP_MF_23,PEOP_MF_24,AGRI_MF_20,AGRI_MF_21,AGRI_MF_22,AGRI_MF_23,AGRI_MF_24,ROAD_MF_20,ROAD_MF_21,ROAD_MF_22,ROAD_MF_23,ROAD_MF_24,BUIL_MF_50,BUIL_MF_51,BUIL_MF_52,BUIL_MF_53,BUIL_MF_54,PEOP_MF_50,PEOP_MF_51,PEOP_MF_52,PEOP_MF_53,PEOP_MF_54,AGRI_MF_50,AGRI_MF_51,AGRI_MF_52,AGRI_MF_53,AGRI_MF_54,ROAD_MF_50,ROAD_MF_51,ROAD_MF_52,ROAD_MF_53,ROAD_MF_54,BUIL_MF_10,BUIL_MF_11,BUIL_MF_12,BUIL_MF_13,BUIL_MF_14,PEOP_MF_10,PEOP_MF_11,PEOP_MF_12,PEOP_MF_13,PEOP_MF_14,AGRI_MF_10,AGRI_MF_11,AGRI_MF_12,AGRI_MF_13,AGRI_MF_14,ROAD_MF_10,ROAD_MF_11,ROAD_MF_12,ROAD_MF_13,ROAD_MF_14,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_SA_20,TEMP,BUIL_SA_21,BUIL_SA_22,BUIL_SA_23,BUIL_SA_24,PEOP_SA_20,PEOP_SA_21,PEOP_SA_22,PEOP_SA_23,PEOP_SA_24,AGRI_SA_20,AGRI_SA_21,AGRI_SA_22,AGRI_SA_23,AGRI_SA_24,ROAD_SA_20,ROAD_SA_21,ROAD_SA_22,ROAD_SA_23,ROAD_SA_24,BUIL_SA_50,BUIL_SA_51,BUIL_SA_52,BUIL_SA_53,BUIL_SA_54,PEOP_SA_50,PEOP_SA_51,PEOP_SA_52,PEOP_SA_53,PEOP_SA_54,AGRI_SA_50,AGRI_SA_51,AGRI_SA_52,AGRI_SA_53,AGRI_SA_54,ROAD_SA_50,ROAD_SA_51,ROAD_SA_52,ROAD_SA_53,ROAD_SA_54,BUIL_SA_10,BUIL_SA_11,BUIL_SA_12,BUIL_SA_13,BUIL_SA_14,PEOP_SA_10,PEOP_SA_11,PEOP_SA_12,PEOP_SA_13,PEOP_SA_14,AGRI_SA_10,AGRI_SA_11,AGRI_SA_12,AGRI_SA_13,AGRI_SA_14,ROAD_SA_10,ROAD_SA_11,ROAD_SA_12,ROAD_SA_13,ROAD_SA_14,Shape_Length,Shape_Area,OBJECTID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_WS_5_,TEMP,BUIL_WS_51,BUIL_WS_52,BUIL_WS_53,BUIL_WS_54,PEOP_WS_5_,PEOP_WS_51,PEOP_WS_52,PEOP_WS_53,PEOP_WS_54,AGRI_WS_5_,AGRI_WS_51,AGRI_WS_52,AGRI_WS_53,AGRI_WS_54,ROAD_WS_5_,ROAD_WS_51,ROAD_WS_52,ROAD_WS_53,ROAD_WS_54,BUIL_WS_20,BUIL_WS_21,BUIL_WS_22,BUIL_WS_23,BUIL_WS_24,PEOP_WS_20,PEOP_WS_21,PEOP_WS_22,PEOP_WS_23,PEOP_WS_24,AGRI_WS_20,AGRI_WS_21,AGRI_WS_22,AGRI_WS_23,AGRI_WS_24,ROAD_WS_20,ROAD_WS_21,ROAD_WS_22,ROAD_WS_23,ROAD_WS_24,BUIL_WS_50,BUIL_WS_55,BUIL_WS_56,BUIL_WS_57,BUIL_WS_58,PEOP_WS_50,PEOP_WS_55,PEOP_WS_56,PEOP_WS_57,PEOP_WS_58,AGRI_WS_50,AGRI_WS_55,AGRI_WS_56,AGRI_WS_57,AGRI_WS_58,ROAD_WS_50,ROAD_WS_55,ROAD_WS_56,ROAD_WS_57,ROAD_WS_58,Shape_Length,Shape_Area
1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,5178,100,174,0,0,0,21122,713,0,0,0,2895,92,0,0,0,42,23,0,0,0,0,0,5352,0,0,0,0,21835,0,0,2,0,2936,49,0,0,0,64,0,0,0,0,0,0,5352,0,0,0,0,21835,0,0,0,0,2987,0,0,0,0,65,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,175,5177,0,0,0,713,21122,0,0,0,126,2866,0,0,0,23,42,0,0,0,0,258,5094,0,0,0,1054,20781,0,0,0,196,2796,0,0,0,24,41,0,0,0,0,5352,0,0,0,0,21835,0,0,0,56,2936,0,0,0,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,1071,267,186,0,0,4370,1093,762,0,0,671,214,60,0,0,11,5,5,0,0,1203,293,201,0,0,4901,1201,825,0,0,755,249,64,0,0,14,6,5,0,0,1797,688,700,0,0,5097,1343,1137,0,0,779,293,95,0,0,13,5,7,0,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,5117,234,2,0,0,20874,955,7,0,0,2848,128,17,0,0,51,12,1,0,0,5117,234,2,0,0,20874,955,7,0,0,2848,128,17,0,0,51,12,1,0,0,5117,234,2,0,0,20874,955,7,0,0,2848,128,17,0,0,51,12,1,0,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,10,2221,3122,0,0,7,9065,12763,0,0,159,1165,1667,0,0,2,17,46,0,0,10,2221,3122,0,0,7,9065,12763,0,0,159,1165,1667,0,0,2,17,46,0,0,10,2221,3122,0,0,7,9065,12763,0,0,159,1165,1667,0,0,2,17,46,0,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,5352,0,0,0,0,21835,0,0,0,0,2926,66,0,0,0,57,8,0,0,0,5352,0,0,0,0,21835,0,0,0,0,2926,66,0,0,0,57,8,0,0,0,5352,0,0,0,0,21835,0,0,0,0,2926,66,0,0,0,57,8,0,0,143639.8725,349456275,1,Asht_Asht,Asht,Asht,2992,65,21835,5352,904,0,0,5352,0,0,0,0,21835,0,0,0,0,2932,60,0,0,0,63,2,0,0,0,2657,2696,0,0,0,10790,11045,0,0,0,2446,479,67,0,0,28,34,2,0,0,0,5280,72,0,0,0,21541,294,0,0,0,2884,99,9,0,1,51,12,0,143639.8725,349456275
2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,2585,95,1,0,0,0,8824,2,0,0,0,1937,0,0,0,0,67,1,0,0,0,28,1,2529,11,0,97,4,8632,38,0,20,1,1430,473,0,2,0,66,1,0,0,0,0,9,2577,0,0,0,29,8796,0,0,0,1,1936,0,0,0,1,69,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,298,2324,0,0,0,1017,7931,0,0,0,70,1910,0,0,0,39,34,0,0,0,0,301,2320,0,0,0,1029,7919,0,0,0,76,1905,0,0,0,40,33,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,433,197,122,0,0,1479,671,417,0,0,554,220,99,0,0,11,6,8,0,0,508,231,133,0,0,1733,790,453,0,0,601,267,111,0,0,14,8,7,0,0,0,0,0,0,0,1737,863,656,0,0,579,312,157,0,0,12,6,10,0,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,76782.01811,145765350,2,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2622,0,0,0,0,8948,0,0,0,0,1975,5,0,0,0,73,0,0,0,0,1616,1006,0,0,0,5513,3435,0,0,0,1702,272,5,0,0,33,40,0,0,0,2,2589,31,0,0,7,8836,104,0,0,0,1975,6,0,0,0,67,7,0,76782.01811,145765350
3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,2585,95,1,0,0,0,8824,2,0,0,0,1937,0,0,0,0,67,1,0,0,0,28,1,2529,11,0,97,4,8632,38,0,20,1,1430,473,0,2,0,66,1,0,0,0,0,9,2577,0,0,0,29,8796,0,0,0,1,1936,0,0,0,1,69,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,298,2324,0,0,0,1017,7931,0,0,0,70,1910,0,0,0,39,34,0,0,0,0,301,2320,0,0,0,1029,7919,0,0,0,76,1905,0,0,0,40,33,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,433,197,122,0,0,1479,671,417,0,0,554,220,99,0,0,11,6,8,0,0,508,231,133,0,0,1733,790,453,0,0,601,267,111,0,0,14,8,7,0,0,0,0,0,0,0,1737,863,656,0,0,579,312,157,0,0,12,6,10,0,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,0,2427,194,1,0,0,8282,664,2,0,0,1956,21,3,0,0,51,20,1,0,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,0,525,729,1368,0,0,1794,2488,4666,0,0,561,610,810,0,0,21,10,42,0,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,0,2622,0,0,0,0,8948,0,0,0,0,1980,0,0,0,0,73,0,0,0,31333.52886,4690012.5,3,Asht_Punuk,Asht,Punuk,1980,73,8948,2622,440,0,0,2622,0,0,0,0,8948,0,0,0,0,1975,5,0,0,0,73,0,0,0,0,1616,1006,0,0,0,5513,3435,0,0,0,1702,272,5,0,0,33,40,0,0,0,2,2589,31,0,0,7,8836,104,0,0,0,1975,6,0,0,0,67,7,0,31333.52886,4690012.5
4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,5064,100,0,0,0,0,28281,0,0,0,0,1063,0,0,0,0,23,0,0,0,0,0,0,5064,0,0,0,0,28281,0,0,0,0,1063,0,0,0,0,23,0,0,0,0,0,0,5064,0,0,0,0,28281,0,0,0,0,1063,0,0,0,0,23,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,351,4713,0,0,0,1861,26420,0,0,0,795,270,0,0,0,8,16,0,0,0,0,614,4450,0,0,0,3255,25027,0,0,0,832,233,0,0,0,8,15,0,0,0,0,5064,0,0,0,0,28281,0,0,0,0,1064,0,0,0,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,1014,340,219,0,0,5604,2450,1765,0,0,120,53,73,0,0,5,2,4,0,0,1100,366,233,0,0,6093,2255,2210,0,0,132,62,70,0,0,6,4,4,0,0,4,0,0,0,0,5894,2325,2616,0,0,126,54,88,0,0,5,3,5,0,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,4526,538,0,0,0,25429,2852,0,0,0,414,250,399,0,0,21,0,2,0,0,4526,538,0,0,0,25429,2852,0,0,0,414,250,399,0,0,21,0,2,0,0,4526,538,0,0,0,25429,2852,0,0,0,414,250,399,0,0,21,0,2,0,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,0,2184,2880,0,0,0,11548,16733,0,0,6,225,832,0,0,0,3,21,0,0,0,2184,2880,0,0,0,11548,16733,0,0,6,225,832,0,0,0,3,21,0,0,0,2184,2880,0,0,0,11548,16733,0,0,6,225,832,0,0,0,3,21,0,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,5064,0,0,0,0,28281,0,0,0,0,1059,5,0,0,0,23,0,0,0,0,5064,0,0,0,0,28281,0,0,0,0,1059,5,0,0,0,23,0,0,0,0,5064,0,0,0,0,28281,0,0,0,0,1059,5,0,0,0,23,0,0,0,73993.80615,189097087.5,4,Asht_Ponghoz,Asht,Ponghoz,1064,23,28281,5064,859,0,0,5064,0,0,0,0,28281,0,0,0,0,1059,5,0,0,0,23,0,0,0,0,1,5062,1,0,0,6,28270,6,0,0,323,734,7,0,0,4,19,0,0,0,0,1008,4056,0,0,0,5266,23015,0,0,79,591,389,4,0,1,7,15,0,73993.80615,189097087.5
5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,5375,100,0,0,0,0,21355,0,0,0,0,11556,0,0,0,0,90,0,0,0,0,0,0,5375,0,0,0,0,21355,0,0,10,1,11541,0,0,0,0,90,0,0,0,0,0,0,5375,0,0,0,0,21355,0,0,0,0,11556,0,0,0,0,90,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,0,90,0,0,0,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,0,90,0,0,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,869,224,153,0,0,3422,901,618,0,0,2288,833,314,0,0,14,5,3,0,0,1082,264,151,0,0,4267,1059,609,0,0,2604,986,433,0,0,18,6,3,0,0,11,9,7,0,0,4922,1096,856,0,0,2700,1194,626,0,0,20,7,5,0,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,5208,168,0,0,0,20683,679,0,0,0,11344,224,8,0,0,88,1,0,0,0,5208,168,0,0,0,20683,679,0,0,0,11344,224,8,0,0,88,1,0,0,0,5208,168,0,0,0,20683,679,0,0,0,11344,224,8,0,0,88,1,0,0,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,25,1193,4158,0,0,93,4758,16510,0,0,2935,3147,5493,0,0,3,23,62,0,0,25,1193,4158,0,0,93,4758,16510,0,0,2935,3147,5493,0,0,3,23,62,0,0,25,1193,4158,0,0,93,4758,16510,0,0,2935,3147,5493,0,0,3,23,62,0,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,0,90,0,0,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,0,90,0,0,0,0,5376,0,0,0,0,21361,0,0,0,0,11576,0,0,0,0,90,0,0,0,160412.1856,389722725,5,Asht_Oshoba,Asht,Oshoba,11576,90,21361,5376,920,0,0,5344,32,0,0,0,21232,130,0,0,0,11566,10,0,0,0,90,0,0,0,0,0,5344,32,0,0,0,21232,130,0,0,51,11504,21,0,0,0,90,0,0,0,0,3997,1380,0,0,0,15879,5482,0,0,0,8693,2883,0,0,0,66,24,0,160412.1856,389722725
6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,7080,100,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,0,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,0,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,772,6308,0,0,0,502,5672,0,0,0,479,7508,0,0,0,9,82,0,0,0,0,931,6149,0,0,0,606,5568,0,0,0,502,7484,0,0,0,10,82,0,0,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,1351,284,105,0,0,1080,210,69,0,0,1678,159,81,0,0,12,2,0,0,0,1577,348,131,0,0,1319,268,85,0,0,2078,207,84,0,0,15,2,1,0,0,871,261,183,0,0,1599,349,116,0,0,2476,261,109,0,0,18,4,1,0,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,6843,234,3,0,0,6019,152,2,0,0,7854,128,4,0,0,89,2,0,0,0,6843,234,3,0,0,6019,152,2,0,0,7854,128,4,0,0,89,2,0,0,0,6843,234,3,0,0,6019,152,2,0,0,7854,128,4,0,0,89,2,0,0,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,0,1161,5919,0,0,0,753,5420,0,0,2,140,7843,0,0,0,7,85,0,0,0,1161,5919,0,0,0,753,5420,0,0,2,140,7843,0,0,0,7,85,0,0,0,1161,5919,0,0,0,753,5420,0,0,2,140,7843,0,0,0,7,85,0,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,182506.6164,590353875,6,Asht_Shaydon,Asht,Shaydon,7985,92,6173,7080,1201,0,0,7080,0,0,0,0,6173,0,0,0,0,7985,0,0,0,0,92,0,0,0,0,0,7080,0,0,0,0,6173,0,0,0,1,7984,0,0,0,0,91,1,0,0,0,472,6609,0,0,0,300,5873,0,0,0,788,7198,0,0,0,3,89,0,182506.6164,590353875
7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,1917,100,0,0,0,0,11415,0,0,0,0,2745,0,0,0,0,55,0,0,0,0,0,0,1917,0,0,0,0,11415,0,0,1,0,2744,0,0,0,0,55,0,0,0,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2745,0,0,0,0,55,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,364,89,9,0,0,2139,513,49,0,0,530,226,104,0,0,9,3,1,0,0,443,92,13,0,0,2550,532,74,0,0,600,276,148,0,0,11,4,1,0,0,1996,1078,438,0,0,2859,757,117,0,0,602,342,196,0,0,12,4,2,0,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,1903,14,0,0,0,11332,83,0,0,0,2735,11,0,0,0,55,0,0,0,0,1903,14,0,0,0,11332,83,0,0,0,2735,11,0,0,0,55,0,0,0,0,1903,14,0,0,0,11332,83,0,0,0,2735,11,0,0,0,55,0,0,0,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,15,1177,725,0,0,0,7184,4232,0,0,646,1132,969,0,0,2,19,34,0,0,15,1177,725,0,0,0,7184,4232,0,0,646,1132,969,0,0,2,19,34,0,0,15,1177,725,0,0,0,7184,4232,0,0,646,1132,969,0,0,2,19,34,0,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,93790.38571,148386600,7,Asht_Iftikhor,Asht,Iftikhor,2746,55,11415,1917,326,0,0,1917,0,0,0,0,11415,0,0,0,0,2746,0,0,0,0,55,0,0,0,0,1418,499,0,0,0,8621,2794,0,0,0,1344,1402,0,0,0,21,35,0,0,0,0,1845,73,0,0,0,10995,420,0,0,0,2673,74,0,0,0,44,11,0,93790.38571,148386600
