FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_DR_25,TEMP,BUIL_DR_26,BUIL_DR_27,BUIL_DR_28,BUIL_DR_29,PEOP_DR_25,PEOP_DR_26,PEOP_DR_27,PEOP_DR_28,PEOP_DR_29,AGRI_DR_25,AGRI_DR_26,AGRI_DR_27,AGRI_DR_28,AGRI_DR_29,ROAD_DR_25,ROAD_DR_26,ROAD_DR_27,ROAD_DR_28,ROAD_DR_29,BUIL_DR_50,BUIL_DR_51,BUIL_DR_52,BUIL_DR_53,BUIL_DR_54,PEOP_DR_50,PEOP_DR_51,PEOP_DR_52,PEOP_DR_53,PEOP_DR_54,AGRI_DR_50,AGRI_DR_51,AGRI_DR_52,AGRI_DR_53,AGRI_DR_54,ROAD_DR_50,ROAD_DR_51,ROAD_DR_52,ROAD_DR_53,ROAD_DR_54,BUIL_DR_10,BUIL_DR_11,BUIL_DR_12,BUIL_DR_13,BUIL_DR_14,PEOP_DR_10,PEOP_DR_11,PEOP_DR_12,PEOP_DR_13,PEOP_DR_14,AGRI_DR_10,AGRI_DR_11,AGRI_DR_12,AGRI_DR_13,AGRI_DR_14,ROAD_DR_10,ROAD_DR_11,ROAD_DR_12,ROAD_DR_13,ROAD_DR_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_EQ_10,TEMP,BUIL_EQ_11,BUIL_EQ_12,BUIL_EQ_13,BUIL_EQ_14,PEOP_EQ_10,PEOP_EQ_11,PEOP_EQ_12,PEOP_EQ_13,PEOP_EQ_14,AGRI_EQ_10,AGRI_EQ_11,AGRI_EQ_12,AGRI_EQ_13,AGRI_EQ_14,ROAD_EQ_10,ROAD_EQ_11,ROAD_EQ_12,ROAD_EQ_13,ROAD_EQ_14,BUIL_EQ_47,BUIL_EQ_48,BUIL_EQ_49,BUIL_EQ_50,BUIL_EQ_51,PEOP_EQ_47,PEOP_EQ_48,PEOP_EQ_49,PEOP_EQ_50,PEOP_EQ_51,AGRI_EQ_47,AGRI_EQ_48,AGRI_EQ_49,AGRI_EQ_50,AGRI_EQ_51,ROAD_EQ_47,ROAD_EQ_48,ROAD_EQ_49,ROAD_EQ_50,ROAD_EQ_51,BUIL_EQ_15,BUIL_EQ_16,BUIL_EQ_17,BUIL_EQ_18,BUIL_EQ_19,PEOP_EQ_15,PEOP_EQ_16,PEOP_EQ_17,PEOP_EQ_18,PEOP_EQ_19,AGRI_EQ_15,AGRI_EQ_16,AGRI_EQ_17,AGRI_EQ_18,AGRI_EQ_19,ROAD_EQ_15,ROAD_EQ_16,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_FL_5_,TEMP,BUIL_FL_51,BUIL_FL_52,BUIL_FL_53,BUIL_FL_54,PEOP_FL_5_,PEOP_FL_51,PEOP_FL_52,PEOP_FL_53,PEOP_FL_54,AGRI_FL_5_,AGRI_FL_51,AGRI_FL_52,AGRI_FL_53,AGRI_FL_54,ROAD_FL_5_,ROAD_FL_51,ROAD_FL_52,ROAD_FL_53,ROAD_FL_54,BUIL_FL_20,BUIL_FL_21,BUIL_FL_22,BUIL_FL_23,BUIL_FL_24,PEOP_FL_20,PEOP_FL_21,PEOP_FL_22,PEOP_FL_23,PEOP_FL_24,AGRI_FL_20,AGRI_FL_21,AGRI_FL_22,AGRI_FL_23,AGRI_FL_24,ROAD_FL_20,ROAD_FL_21,ROAD_FL_22,ROAD_FL_23,ROAD_FL_24,BUIL_FL_10,BUIL_FL_11,BUIL_FL_12,BUIL_FL_13,BUIL_FL_14,PEOP_FL_10,PEOP_FL_11,PEOP_FL_12,PEOP_FL_13,PEOP_FL_14,AGRI_FL_10,AGRI_FL_11,AGRI_FL_12,AGRI_FL_13,AGRI_FL_14,ROAD_FL_10,ROAD_FL_11,ROAD_FL_12,ROAD_FL_13,ROAD_FL_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_LS_20,TEMP,BUIL_LS_21,BUIL_LS_22,BUIL_LS_23,BUIL_LS_24,PEOP_LS_20,PEOP_LS_21,PEOP_LS_22,PEOP_LS_23,PEOP_LS_24,AGRI_LS_20,AGRI_LS_21,AGRI_LS_22,AGRI_LS_23,AGRI_LS_24,ROAD_LS_20,ROAD_LS_21,ROAD_LS_22,ROAD_LS_23,ROAD_LS_24,BUIL_LS_50,BUIL_LS_51,BUIL_LS_52,BUIL_LS_53,BUIL_LS_54,PEOP_LS_50,PEOP_LS_51,PEOP_LS_52,PEOP_LS_53,PEOP_LS_54,AGRI_LS_50,AGRI_LS_51,AGRI_LS_52,AGRI_LS_53,AGRI_LS_54,ROAD_LS_50,ROAD_LS_51,ROAD_LS_52,ROAD_LS_53,ROAD_LS_54,BUIL_LS_10,BUIL_LS_11,BUIL_LS_12,BUIL_LS_13,BUIL_LS_14,PEOP_LS_10,PEOP_LS_11,PEOP_LS_12,PEOP_LS_13,PEOP_LS_14,AGRI_LS_10,AGRI_LS_11,AGRI_LS_12,AGRI_LS_13,AGRI_LS_14,ROAD_LS_10,ROAD_LS_11,ROAD_LS_12,ROAD_LS_13,ROAD_LS_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_MF_20,TEMP,BUIL_MF_21,BUIL_MF_22,BUIL_MF_23,BUIL_MF_24,PEOP_MF_20,PEOP_MF_21,PEOP_MF_22,PEOP_MF_23,PEOP_MF_24,AGRI_MF_20,AGRI_MF_21,AGRI_MF_22,AGRI_MF_23,AGRI_MF_24,ROAD_MF_20,ROAD_MF_21,ROAD_MF_22,ROAD_MF_23,ROAD_MF_24,BUIL_MF_50,BUIL_MF_51,BUIL_MF_52,BUIL_MF_53,BUIL_MF_54,PEOP_MF_50,PEOP_MF_51,PEOP_MF_52,PEOP_MF_53,PEOP_MF_54,AGRI_MF_50,AGRI_MF_51,AGRI_MF_52,AGRI_MF_53,AGRI_MF_54,ROAD_MF_50,ROAD_MF_51,ROAD_MF_52,ROAD_MF_53,ROAD_MF_54,BUIL_MF_10,BUIL_MF_11,BUIL_MF_12,BUIL_MF_13,BUIL_MF_14,PEOP_MF_10,PEOP_MF_11,PEOP_MF_12,PEOP_MF_13,PEOP_MF_14,AGRI_MF_10,AGRI_MF_11,AGRI_MF_12,AGRI_MF_13,AGRI_MF_14,ROAD_MF_10,ROAD_MF_11,ROAD_MF_12,ROAD_MF_13,ROAD_MF_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_SA_20,TEMP,BUIL_SA_21,BUIL_SA_22,BUIL_SA_23,BUIL_SA_24,PEOP_SA_20,PEOP_SA_21,PEOP_SA_22,PEOP_SA_23,PEOP_SA_24,AGRI_SA_20,AGRI_SA_21,AGRI_SA_22,AGRI_SA_23,AGRI_SA_24,ROAD_SA_20,ROAD_SA_21,ROAD_SA_22,ROAD_SA_23,ROAD_SA_24,BUIL_SA_50,BUIL_SA_51,BUIL_SA_52,BUIL_SA_53,BUIL_SA_54,PEOP_SA_50,PEOP_SA_51,PEOP_SA_52,PEOP_SA_53,PEOP_SA_54,AGRI_SA_50,AGRI_SA_51,AGRI_SA_52,AGRI_SA_53,AGRI_SA_54,ROAD_SA_50,ROAD_SA_51,ROAD_SA_52,ROAD_SA_53,ROAD_SA_54,BUIL_SA_10,BUIL_SA_11,BUIL_SA_12,BUIL_SA_13,BUIL_SA_14,PEOP_SA_10,PEOP_SA_11,PEOP_SA_12,PEOP_SA_13,PEOP_SA_14,AGRI_SA_10,AGRI_SA_11,AGRI_SA_12,AGRI_SA_13,AGRI_SA_14,ROAD_SA_10,ROAD_SA_11,ROAD_SA_12,ROAD_SA_13,ROAD_SA_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_WS_5_,TEMP,BUIL_WS_51,BUIL_WS_52,BUIL_WS_53,BUIL_WS_54,PEOP_WS_5_,PEOP_WS_51,PEOP_WS_52,PEOP_WS_53,PEOP_WS_54,AGRI_WS_5_,AGRI_WS_51,AGRI_WS_52,AGRI_WS_53,AGRI_WS_54,ROAD_WS_5_,ROAD_WS_51,ROAD_WS_52,ROAD_WS_53,ROAD_WS_54,BUIL_WS_20,BUIL_WS_21,BUIL_WS_22,BUIL_WS_23,BUIL_WS_24,PEOP_WS_20,PEOP_WS_21,PEOP_WS_22,PEOP_WS_23,PEOP_WS_24,AGRI_WS_20,AGRI_WS_21,AGRI_WS_22,AGRI_WS_23,AGRI_WS_24,ROAD_WS_20,ROAD_WS_21,ROAD_WS_22,ROAD_WS_23,ROAD_WS_24,BUIL_WS_50,BUIL_WS_55,BUIL_WS_56,BUIL_WS_57,BUIL_WS_58,PEOP_WS_50,PEOP_WS_55,PEOP_WS_56,PEOP_WS_57,PEOP_WS_58,AGRI_WS_50,AGRI_WS_55,AGRI_WS_56,AGRI_WS_57,AGRI_WS_58,ROAD_WS_50,ROAD_WS_55,ROAD_WS_56,ROAD_WS_57,ROAD_WS_58,Shape_Length,Shape_Area
1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,1547,100,0,0,0,0,10167,0,0,0,0,3149,0,0,0,0,113,0,0,0,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3149,0,0,0,0,113,0,0,0,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3149,0,0,0,0,113,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3150,0,0,0,0,113,0,0,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3150,0,0,0,0,113,0,0,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3150,0,0,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,161,28,3,0,0,1056,187,21,0,0,289,112,133,0,0,8,3,3,0,0,188,20,3,0,0,1239,134,18,0,0,341,116,149,0,0,11,3,3,0,0,5,1,0,0,0,1215,201,25,0,0,310,122,193,0,0,9,4,5,0,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,1125,419,2,0,0,7396,2756,14,0,0,2168,912,70,0,0,48,59,6,0,0,1125,419,2,0,0,7396,2756,14,0,0,2168,912,70,0,0,48,59,6,0,0,1125,419,2,0,0,7396,2756,14,0,0,2168,912,70,0,0,48,59,6,0,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,1232,266,49,0,0,8101,1746,320,0,0,1629,1146,375,0,0,23,75,13,0,0,1232,266,49,0,0,8101,1746,320,0,0,1629,1146,375,0,0,23,75,13,0,0,1232,266,49,0,0,8101,1746,320,0,0,1629,1146,375,0,0,23,75,13,0,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,1547,0,0,0,0,10167,0,0,0,0,3082,53,16,0,0,112,1,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3082,53,16,0,0,112,1,0,0,0,1547,0,0,0,0,10167,0,0,0,0,3082,53,16,0,0,112,1,0,0,361697.2139612787,2531915662.5,1,Kuhistoni_Mastchoh_Langar,Kuhistoni_Mastchoh,Langar,3150,113,10167,1547,260,0,0,1510,36,0,0,0,9928,239,0,0,0,3111,39,0,0,0,113,0,0,0,0,611,899,36,0,0,4017,5911,239,0,0,1492,1619,39,0,0,46,67,0,0,0,57,1241,249,0,0,373,8157,1637,0,0,281,2304,562,2,0,10,78,24,0,361697.2139612787,2531915662.5
2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,1662,31,0,0,0,0,14177,0,0,0,0,1285,0,0,0,0,98,0,0,0,0,0,1043,620,0,0,0,8893,5284,0,0,0,824,461,0,0,0,52,45,0,0,0,0,0,1069,593,0,0,0,9116,5061,0,0,36,813,437,0,0,0,68,30,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,0,0,1662,0,0,0,0,14177,0,0,0,0,1285,0,0,0,0,98,0,0,0,0,0,1662,0,0,0,0,14177,0,0,0,0,1285,0,0,0,0,98,0,0,0,0,0,1662,0,0,0,0,14177,0,0,0,0,1285,0,0,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,0,259,135,133,0,0,2211,1156,1133,0,0,169,90,133,0,0,10,5,7,0,0,285,139,148,0,0,2430,1188,1265,0,0,190,109,134,0,0,12,6,7,0,0,0,0,0,0,0,2169,1270,1594,0,0,167,92,181,0,0,9,5,10,0,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,0,1006,604,52,0,0,8582,5152,443,0,0,494,684,108,0,0,26,42,29,0,0,1006,604,52,0,0,8582,5152,443,0,0,494,684,108,0,0,26,42,29,0,0,1006,604,52,0,0,8582,5152,443,0,0,494,684,108,0,0,26,42,29,0,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,0,814,388,460,0,0,6947,3307,3923,0,0,270,699,316,0,0,10,66,21,0,0,814,388,460,0,0,6947,3307,3923,0,0,270,699,316,0,0,10,66,21,0,0,814,388,460,0,0,6947,3307,3923,0,0,270,699,316,0,0,10,66,21,0,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,0,1618,43,1,0,0,13802,365,9,0,0,1048,51,187,0,0,76,9,13,0,0,1618,43,1,0,0,13802,365,9,0,0,1048,51,187,0,0,76,9,13,0,0,1618,43,1,0,0,13802,365,9,0,0,1048,51,187,0,0,76,9,13,0,166530.3538564477,1151363137.5,2,Kuhistoni_Mastchoh_Ivan_Tojik,Kuhistoni_Mastchoh,Ivan_Tojik,1285,98,14177,1662,279,0,7,1657,5,0,0,0,14136,41,0,0,0,1158,128,0,0,0,90,8,0,0,0,638,1015,9,0,0,5444,8660,73,0,0,462,676,148,0,0,24,63,11,0,0,179,1091,392,0,0,1530,9304,3343,0,0,30,698,555,2,0,4,47,41,7,166530.3538564477,1151363137.5
