FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_DR_25,TEMP,BUIL_DR_26,BUIL_DR_27,BUIL_DR_28,BUIL_DR_29,PEOP_DR_25,PEOP_DR_26,PEOP_DR_27,PEOP_DR_28,PEOP_DR_29,AGRI_DR_25,AGRI_DR_26,AGRI_DR_27,AGRI_DR_28,AGRI_DR_29,ROAD_DR_25,ROAD_DR_26,ROAD_DR_27,ROAD_DR_28,ROAD_DR_29,BUIL_DR_50,BUIL_DR_51,BUIL_DR_52,BUIL_DR_53,BUIL_DR_54,PEOP_DR_50,PEOP_DR_51,PEOP_DR_52,PEOP_DR_53,PEOP_DR_54,AGRI_DR_50,AGRI_DR_51,AGRI_DR_52,AGRI_DR_53,AGRI_DR_54,ROAD_DR_50,ROAD_DR_51,ROAD_DR_52,ROAD_DR_53,ROAD_DR_54,BUIL_DR_10,BUIL_DR_11,BUIL_DR_12,BUIL_DR_13,BUIL_DR_14,PEOP_DR_10,PEOP_DR_11,PEOP_DR_12,PEOP_DR_13,PEOP_DR_14,AGRI_DR_10,AGRI_DR_11,AGRI_DR_12,AGRI_DR_13,AGRI_DR_14,ROAD_DR_10,ROAD_DR_11,ROAD_DR_12,ROAD_DR_13,ROAD_DR_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_EQ_10,TEMP,BUIL_EQ_11,BUIL_EQ_12,BUIL_EQ_13,BUIL_EQ_14,PEOP_EQ_10,PEOP_EQ_11,PEOP_EQ_12,PEOP_EQ_13,PEOP_EQ_14,AGRI_EQ_10,AGRI_EQ_11,AGRI_EQ_12,AGRI_EQ_13,AGRI_EQ_14,ROAD_EQ_10,ROAD_EQ_11,ROAD_EQ_12,ROAD_EQ_13,ROAD_EQ_14,BUIL_EQ_47,BUIL_EQ_48,BUIL_EQ_49,BUIL_EQ_50,BUIL_EQ_51,PEOP_EQ_47,PEOP_EQ_48,PEOP_EQ_49,PEOP_EQ_50,PEOP_EQ_51,AGRI_EQ_47,AGRI_EQ_48,AGRI_EQ_49,AGRI_EQ_50,AGRI_EQ_51,ROAD_EQ_47,ROAD_EQ_48,ROAD_EQ_49,ROAD_EQ_50,ROAD_EQ_51,BUIL_EQ_15,BUIL_EQ_16,BUIL_EQ_17,BUIL_EQ_18,BUIL_EQ_19,PEOP_EQ_15,PEOP_EQ_16,PEOP_EQ_17,PEOP_EQ_18,PEOP_EQ_19,AGRI_EQ_15,AGRI_EQ_16,AGRI_EQ_17,AGRI_EQ_18,AGRI_EQ_19,ROAD_EQ_15,ROAD_EQ_16,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_FL_5_,TEMP,BUIL_FL_51,BUIL_FL_52,BUIL_FL_53,BUIL_FL_54,PEOP_FL_5_,PEOP_FL_51,PEOP_FL_52,PEOP_FL_53,PEOP_FL_54,AGRI_FL_5_,AGRI_FL_51,AGRI_FL_52,AGRI_FL_53,AGRI_FL_54,ROAD_FL_5_,ROAD_FL_51,ROAD_FL_52,ROAD_FL_53,ROAD_FL_54,BUIL_FL_20,BUIL_FL_21,BUIL_FL_22,BUIL_FL_23,BUIL_FL_24,PEOP_FL_20,PEOP_FL_21,PEOP_FL_22,PEOP_FL_23,PEOP_FL_24,AGRI_FL_20,AGRI_FL_21,AGRI_FL_22,AGRI_FL_23,AGRI_FL_24,ROAD_FL_20,ROAD_FL_21,ROAD_FL_22,ROAD_FL_23,ROAD_FL_24,BUIL_FL_10,BUIL_FL_11,BUIL_FL_12,BUIL_FL_13,BUIL_FL_14,PEOP_FL_10,PEOP_FL_11,PEOP_FL_12,PEOP_FL_13,PEOP_FL_14,AGRI_FL_10,AGRI_FL_11,AGRI_FL_12,AGRI_FL_13,AGRI_FL_14,ROAD_FL_10,ROAD_FL_11,ROAD_FL_12,ROAD_FL_13,ROAD_FL_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_LS_20,TEMP,BUIL_LS_21,BUIL_LS_22,BUIL_LS_23,BUIL_LS_24,PEOP_LS_20,PEOP_LS_21,PEOP_LS_22,PEOP_LS_23,PEOP_LS_24,AGRI_LS_20,AGRI_LS_21,AGRI_LS_22,AGRI_LS_23,AGRI_LS_24,ROAD_LS_20,ROAD_LS_21,ROAD_LS_22,ROAD_LS_23,ROAD_LS_24,BUIL_LS_50,BUIL_LS_51,BUIL_LS_52,BUIL_LS_53,BUIL_LS_54,PEOP_LS_50,PEOP_LS_51,PEOP_LS_52,PEOP_LS_53,PEOP_LS_54,AGRI_LS_50,AGRI_LS_51,AGRI_LS_52,AGRI_LS_53,AGRI_LS_54,ROAD_LS_50,ROAD_LS_51,ROAD_LS_52,ROAD_LS_53,ROAD_LS_54,BUIL_LS_10,BUIL_LS_11,BUIL_LS_12,BUIL_LS_13,BUIL_LS_14,PEOP_LS_10,PEOP_LS_11,PEOP_LS_12,PEOP_LS_13,PEOP_LS_14,AGRI_LS_10,AGRI_LS_11,AGRI_LS_12,AGRI_LS_13,AGRI_LS_14,ROAD_LS_10,ROAD_LS_11,ROAD_LS_12,ROAD_LS_13,ROAD_LS_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_MF_20,TEMP,BUIL_MF_21,BUIL_MF_22,BUIL_MF_23,BUIL_MF_24,PEOP_MF_20,PEOP_MF_21,PEOP_MF_22,PEOP_MF_23,PEOP_MF_24,AGRI_MF_20,AGRI_MF_21,AGRI_MF_22,AGRI_MF_23,AGRI_MF_24,ROAD_MF_20,ROAD_MF_21,ROAD_MF_22,ROAD_MF_23,ROAD_MF_24,BUIL_MF_50,BUIL_MF_51,BUIL_MF_52,BUIL_MF_53,BUIL_MF_54,PEOP_MF_50,PEOP_MF_51,PEOP_MF_52,PEOP_MF_53,PEOP_MF_54,AGRI_MF_50,AGRI_MF_51,AGRI_MF_52,AGRI_MF_53,AGRI_MF_54,ROAD_MF_50,ROAD_MF_51,ROAD_MF_52,ROAD_MF_53,ROAD_MF_54,BUIL_MF_10,BUIL_MF_11,BUIL_MF_12,BUIL_MF_13,BUIL_MF_14,PEOP_MF_10,PEOP_MF_11,PEOP_MF_12,PEOP_MF_13,PEOP_MF_14,AGRI_MF_10,AGRI_MF_11,AGRI_MF_12,AGRI_MF_13,AGRI_MF_14,ROAD_MF_10,ROAD_MF_11,ROAD_MF_12,ROAD_MF_13,ROAD_MF_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_SA_20,TEMP,BUIL_SA_21,BUIL_SA_22,BUIL_SA_23,BUIL_SA_24,PEOP_SA_20,PEOP_SA_21,PEOP_SA_22,PEOP_SA_23,PEOP_SA_24,AGRI_SA_20,AGRI_SA_21,AGRI_SA_22,AGRI_SA_23,AGRI_SA_24,ROAD_SA_20,ROAD_SA_21,ROAD_SA_22,ROAD_SA_23,ROAD_SA_24,BUIL_SA_50,BUIL_SA_51,BUIL_SA_52,BUIL_SA_53,BUIL_SA_54,PEOP_SA_50,PEOP_SA_51,PEOP_SA_52,PEOP_SA_53,PEOP_SA_54,AGRI_SA_50,AGRI_SA_51,AGRI_SA_52,AGRI_SA_53,AGRI_SA_54,ROAD_SA_50,ROAD_SA_51,ROAD_SA_52,ROAD_SA_53,ROAD_SA_54,BUIL_SA_10,BUIL_SA_11,BUIL_SA_12,BUIL_SA_13,BUIL_SA_14,PEOP_SA_10,PEOP_SA_11,PEOP_SA_12,PEOP_SA_13,PEOP_SA_14,AGRI_SA_10,AGRI_SA_11,AGRI_SA_12,AGRI_SA_13,AGRI_SA_14,ROAD_SA_10,ROAD_SA_11,ROAD_SA_12,ROAD_SA_13,ROAD_SA_14,Shape_Length,Shape_Area,FID,JAMOAT,DISTRICT,JAMOAT_NAM,AGRI_AREA,ROAD_LENGT,NR_PEOPLE,NR_BUILDIN,BUAT_AREA,BUIL_WS_5_,TEMP,BUIL_WS_51,BUIL_WS_52,BUIL_WS_53,BUIL_WS_54,PEOP_WS_5_,PEOP_WS_51,PEOP_WS_52,PEOP_WS_53,PEOP_WS_54,AGRI_WS_5_,AGRI_WS_51,AGRI_WS_52,AGRI_WS_53,AGRI_WS_54,ROAD_WS_5_,ROAD_WS_51,ROAD_WS_52,ROAD_WS_53,ROAD_WS_54,BUIL_WS_20,BUIL_WS_21,BUIL_WS_22,BUIL_WS_23,BUIL_WS_24,PEOP_WS_20,PEOP_WS_21,PEOP_WS_22,PEOP_WS_23,PEOP_WS_24,AGRI_WS_20,AGRI_WS_21,AGRI_WS_22,AGRI_WS_23,AGRI_WS_24,ROAD_WS_20,ROAD_WS_21,ROAD_WS_22,ROAD_WS_23,ROAD_WS_24,BUIL_WS_50,BUIL_WS_55,BUIL_WS_56,BUIL_WS_57,BUIL_WS_58,PEOP_WS_50,PEOP_WS_55,PEOP_WS_56,PEOP_WS_57,PEOP_WS_58,AGRI_WS_50,AGRI_WS_55,AGRI_WS_56,AGRI_WS_57,AGRI_WS_58,ROAD_WS_50,ROAD_WS_55,ROAD_WS_56,ROAD_WS_57,ROAD_WS_58,Shape_Length,Shape_Area
1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,2435,0,0,0,0,0,18037,0,0,0,0,1182,0,0,0,0,90,0,0,0,0,0,2091,345,0,0,0,15478,2559,0,0,1,873,307,0,0,0,82,8,0,0,0,0,0,2435,0,0,0,0,18037,0,0,0,0,1182,0,0,0,0,90,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,0,0,2435,0,0,0,0,18037,0,0,0,0,1182,0,0,0,0,90,0,0,0,0,0,2435,0,0,0,0,18037,0,0,0,0,1182,0,0,0,0,90,0,0,0,0,121,2315,0,0,0,881,17156,0,0,0,151,1030,0,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,0,345,157,137,0,0,2547,1161,1005,0,0,127,63,86,0,0,10,4,6,0,0,396,156,142,0,0,2931,1137,1033,0,0,155,82,86,0,0,13,6,4,0,0,238,28,1,0,0,2759,1294,1350,0,0,137,78,126,0,0,13,5,7,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,0,1332,985,119,0,0,9880,7268,889,0,0,461,583,138,0,0,24,43,22,0,0,1332,985,119,0,0,9880,7268,889,0,0,461,583,138,0,0,24,43,22,0,0,1332,985,119,0,0,9880,7268,889,0,0,461,583,138,0,0,24,43,22,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,0,1405,639,391,0,0,10500,4689,2847,0,0,413,558,211,0,0,23,53,14,0,0,1405,639,391,0,0,10500,4689,2847,0,0,413,558,211,0,0,23,53,14,0,0,1405,639,391,0,0,10500,4689,2847,0,0,413,558,211,0,0,23,53,14,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,0,2435,0,0,0,0,18037,0,0,0,0,1168,0,13,0,0,79,0,11,0,0,2435,0,0,0,0,18037,0,0,0,0,1168,0,13,0,0,79,0,11,0,0,2435,0,0,0,0,18037,0,0,0,0,1168,0,13,0,0,79,0,11,0,131638.0277148199,612510975.0,1,Ayni_Urmetan,Ayni,Urmetan,1182,90,18037,2435,414,0,1,2434,1,0,0,0,18029,8,0,0,0,1143,39,0,0,0,87,3,0,0,0,1132,1302,1,0,0,8434,9595,8,0,0,510,611,61,0,0,35,51,5,0,0,483,1881,71,0,0,3612,13892,533,0,0,88,854,235,4,0,5,58,26,1,131638.0277148199,612510975.0
2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,1073,0,0,0,0,0,7524,0,0,0,0,232,0,0,0,0,21,0,0,0,0,0,1073,0,0,0,0,7524,0,0,0,1,231,0,0,0,0,21,0,0,0,0,0,0,1073,0,0,0,0,7524,0,0,0,1,231,0,0,0,0,21,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,0,0,21,0,0,0,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,0,0,21,0,0,0,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,116,52,46,0,0,817,369,324,0,0,17,7,11,0,0,3,1,2,0,0,134,61,48,0,0,945,425,335,0,0,20,8,13,0,0,3,1,1,0,0,0,0,0,0,0,930,403,369,0,0,19,8,18,0,0,3,1,2,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,423,608,43,0,0,2970,4249,305,0,0,56,123,54,0,0,5,13,2,0,0,423,608,43,0,0,2970,4249,305,0,0,56,123,54,0,0,5,13,2,0,0,423,608,43,0,0,2970,4249,305,0,0,56,123,54,0,0,5,13,2,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,653,357,64,0,0,4566,2507,452,0,0,91,122,20,0,0,5,12,4,0,0,653,357,64,0,0,4566,2507,452,0,0,91,122,20,0,0,5,12,4,0,0,653,357,64,0,0,4566,2507,452,0,0,91,122,20,0,0,5,12,4,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,0,0,21,0,0,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,0,0,21,0,0,0,0,1073,0,0,0,0,7524,0,0,0,0,233,0,0,0,0,21,0,0,0,85414.78037178933,267299775.0,2,Ayni_Dar_Dar,Ayni,Dar_Dar,233,21,7524,1073,181,0,0,1069,4,0,0,0,7494,30,0,0,0,214,19,0,0,0,21,0,0,0,0,643,427,4,0,0,4517,2977,30,0,0,111,101,19,0,0,12,9,0,0,0,153,657,260,3,0,1076,4618,1807,23,0,16,122,79,15,0,0,16,5,0,85414.78037178933,267299775.0
3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,2500,0,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2458,42,0,0,0,14019,190,0,0,0,662,14,0,0,0,70,27,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,236,143,137,0,0,1252,742,733,0,0,85,56,46,0,0,8,4,12,0,0,274,165,168,0,0,1396,847,904,0,0,103,65,52,0,0,12,6,11,0,0,0,0,0,0,0,1363,962,1872,0,0,93,67,99,0,0,9,6,15,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,149123.8197199571,587642400.0,3,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,2,2495,6,0,0,0,14203,6,0,0,0,673,4,0,0,0,81,15,0,0,0,559,1813,130,0,0,3718,9788,702,0,0,165,495,17,0,0,17,59,20,0,0,3,1246,1252,0,0,18,7498,6692,0,0,0,302,374,0,0,2,33,60,2,149123.8197199571,587642400.0
4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,2232,0,0,0,0,0,9863,0,0,0,0,358,0,0,0,0,28,0,0,0,0,0,2232,0,0,0,0,9863,0,0,0,0,358,0,0,0,0,28,0,0,0,0,0,1134,1098,0,0,0,4960,4903,0,0,0,222,136,0,0,0,13,15,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,0,2232,0,0,0,0,9863,0,0,0,0,358,0,0,0,0,28,0,0,0,0,0,2232,0,0,0,0,9863,0,0,0,0,358,0,0,0,0,28,0,0,0,0,0,2232,0,0,0,0,9863,0,0,0,0,358,0,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,382,136,101,0,0,1690,607,449,0,0,61,40,51,0,0,3,2,2,0,0,411,147,111,0,0,1822,653,495,0,0,69,44,59,0,0,3,2,3,0,0,0,0,0,0,0,1877,700,720,0,0,60,42,86,0,0,4,2,4,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,1750,460,22,0,0,7759,2006,98,0,0,261,91,6,0,0,15,10,2,0,0,1750,460,22,0,0,7759,2006,98,0,0,261,91,6,0,0,15,10,2,0,0,1750,460,22,0,0,7759,2006,98,0,0,261,91,6,0,0,15,10,2,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,1251,585,398,0,0,5522,2570,1771,0,0,92,104,161,0,0,6,12,10,0,0,1251,585,398,0,0,5522,2570,1771,0,0,92,104,161,0,0,6,12,10,0,0,1251,585,398,0,0,5522,2570,1771,0,0,92,104,161,0,0,6,12,10,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,2218,14,0,0,0,9798,65,0,0,0,354,3,0,0,0,28,0,0,0,0,2218,14,0,0,0,9798,65,0,0,0,354,3,0,0,0,28,0,0,0,0,2218,14,0,0,0,9798,65,0,0,0,354,3,0,0,0,28,0,0,0,129433.25022203416,487963912.5,4,Ayni_Rarz,Ayni,Rarz,358,28,9863,2232,380,0,0,2232,0,0,0,0,9863,0,0,0,0,358,0,0,0,0,28,0,0,0,0,1548,685,0,0,0,6856,3007,0,0,0,199,159,0,0,0,11,17,0,0,0,122,2006,104,0,0,545,8852,466,0,0,0,336,21,0,0,0,23,5,0,129433.25022203416,487963912.5
5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,762,0,0,0,0,0,6292,0,0,0,0,411,0,0,0,0,64,0,0,0,0,0,762,0,0,0,0,6292,0,0,0,0,411,0,0,0,0,64,0,0,0,0,0,0,762,0,0,0,0,6292,0,0,0,0,411,0,0,0,0,64,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,0,0,762,0,0,0,0,6292,0,0,0,0,411,0,0,0,0,64,0,0,0,0,0,762,0,0,0,0,6292,0,0,0,0,411,0,0,0,0,64,0,0,0,0,0,762,0,0,0,0,6292,0,0,0,0,411,0,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,0,172,95,130,0,0,1424,783,1074,0,0,58,31,45,0,0,9,5,6,0,0,182,110,139,0,0,1499,911,1150,0,0,65,39,44,0,0,11,5,4,0,0,0,0,0,0,0,1428,774,1380,0,0,56,39,57,0,0,9,4,6,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,0,286,414,62,0,0,2361,3418,513,0,0,138,209,64,0,0,8,23,33,0,0,286,414,62,0,0,2361,3418,513,0,0,138,209,64,0,0,8,23,33,0,0,286,414,62,0,0,2361,3418,513,0,0,138,209,64,0,0,8,23,33,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,0,210,373,179,0,0,1733,3077,1481,0,0,76,238,98,0,0,8,44,11,0,0,210,373,179,0,0,1733,3077,1481,0,0,76,238,98,0,0,8,44,11,0,0,210,373,179,0,0,1733,3077,1481,0,0,76,238,98,0,0,8,44,11,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,0,757,5,0,0,0,6248,44,0,0,0,385,26,0,0,0,48,6,11,0,0,757,5,0,0,0,6248,44,0,0,0,385,26,0,0,0,48,6,11,0,0,757,5,0,0,0,6248,44,0,0,0,385,26,0,0,0,48,6,11,0,98429.70613632051,320869462.5,5,Ayni_Shamtuch,Ayni,Shamtuch,411,64,6292,762,128,0,5,757,5,0,0,0,6252,40,0,0,0,393,19,0,0,0,50,13,0,0,0,365,392,5,0,0,3016,3237,40,0,0,161,232,19,0,0,9,41,13,0,0,19,548,194,0,0,159,4528,1605,0,0,56,251,105,0,0,1,20,39,3,98429.70613632051,320869462.5
6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,2500,0,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2458,42,0,0,0,14019,190,0,0,0,662,14,0,0,0,70,27,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,0,0,97,0,0,0,0,0,2500,0,0,0,0,14209,0,0,0,0,676,0,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,236,143,137,0,0,1252,742,733,0,0,85,56,46,0,0,8,4,12,0,0,274,165,168,0,0,1396,847,904,0,0,103,65,52,0,0,12,6,11,0,0,0,0,0,0,0,1363,962,1872,0,0,93,67,99,0,0,9,6,15,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,0,1901,515,84,0,0,10935,2834,440,0,0,447,180,50,0,0,26,35,36,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,0,1428,447,627,0,0,8563,2399,3247,0,0,213,266,197,0,0,20,56,20,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,0,2443,9,48,0,0,13889,48,271,0,0,676,0,0,0,0,84,6,7,0,84.8528137423857,450.0,6,Ayni_Ayni,Ayni,Ayni,676,97,14209,2500,439,0,2,2495,6,0,0,0,14203,6,0,0,0,673,4,0,0,0,81,15,0,0,0,559,1813,130,0,0,3718,9788,702,0,0,165,495,17,0,0,17,59,20,0,0,3,1246,1252,0,0,18,7498,6692,0,0,0,302,374,0,0,2,33,60,2,84.8528137423857,450.0
7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,960,14,0,0,0,0,8580,0,0,0,0,304,0,0,0,0,140,0,0,0,0,0,604,356,0,0,0,5361,3219,0,0,0,139,166,0,0,0,87,54,0,0,0,0,0,960,0,0,0,0,8580,0,0,0,4,202,98,0,0,11,110,20,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,0,0,960,0,0,0,0,8580,0,0,0,0,304,0,0,0,0,141,0,0,0,0,0,960,0,0,0,0,8580,0,0,0,0,304,0,0,0,0,141,0,0,0,0,0,960,0,0,0,0,8580,0,0,0,0,304,0,0,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,0,186,122,168,0,0,1682,1105,1517,0,0,40,19,33,0,0,21,13,25,0,0,190,145,167,0,0,1716,1314,1512,0,0,44,24,32,0,0,22,19,23,0,0,0,0,0,0,0,1643,1125,1949,0,0,37,22,41,0,0,19,13,32,0,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,0,66,697,197,0,0,596,6205,1779,0,0,32,167,105,0,0,15,79,47,0,0,66,697,197,0,0,596,6205,1779,0,0,32,167,105,0,0,15,79,47,0,0,66,697,197,0,0,596,6205,1779,0,0,32,167,105,0,0,15,79,47,0,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,0,331,510,119,0,0,2971,4532,1076,0,0,113,154,36,0,0,38,74,30,0,0,331,510,119,0,0,2971,4532,1076,0,0,113,154,36,0,0,38,74,30,0,0,331,510,119,0,0,2971,4532,1076,0,0,113,154,36,0,0,38,74,30,0,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,0,31,0,929,0,0,276,0,8304,0,0,0,0,304,0,0,4,0,138,0,0,31,0,929,0,0,276,0,8304,0,0,0,0,304,0,0,4,0,138,0,0,31,0,929,0,0,276,0,8304,0,0,0,0,304,0,0,4,0,138,0,346752.07957323565,1735757662.5,7,Ayni_Anzob,Ayni,Anzob,304,141,8580,960,164,0,12,930,29,0,0,0,8313,267,0,0,0,248,53,3,0,0,96,41,4,0,0,211,718,31,0,0,1910,6394,276,0,0,109,131,63,0,0,17,76,45,0,0,34,620,300,5,0,310,5507,2719,44,0,10,141,122,31,0,2,39,83,17,346752.07957323565,1735757662.5
